gen,pokedex_no,img_link,name,variant,type,total,hp,attack,defense,sp_attack,sp_defense,speed,species,height_m,weight_kg
3,254,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile.png,Sceptile,NA,Grass,530,70,85,65,105,85,120,Forest Pokémon,1.7,52.2
3,254,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile-mega.png,Sceptile,Mega,"Grass,Dragon",630,70,110,75,145,85,145,Forest Pokémon,1.7,52.2
3,255,https://img.pokemondb.net/sprites/sword-shield/icon/torchic.png,Torchic,NA,Fire,310,45,60,40,70,50,45,Chick Pokémon,0.4,2.5
3,256,https://img.pokemondb.net/sprites/sword-shield/icon/combusken.png,Combusken,NA,"Fire,Fighting",405,60,85,60,85,60,55,Young Fowl Pokémon,0.9,19.5
3,257,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken.png,Blaziken,NA,"Fire,Fighting",530,80,120,70,110,70,80,Blaze Pokémon,1.9,52
3,257,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken-mega.png,Blaziken,Mega,"Fire,Fighting",630,80,160,80,130,80,100,Blaze Pokémon,1.9,52
3,258,https://img.pokemondb.net/sprites/sword-shield/icon/mudkip.png,Mudkip,NA,Water,310,50,70,50,50,50,40,Mud Fish Pokémon,0.4,7.6
3,259,https://img.pokemondb.net/sprites/sword-shield/icon/marshtomp.png,Marshtomp,NA,"Water,Ground",405,70,85,70,60,70,50,Mud Fish Pokémon,0.7,28
3,260,https://img.pokemondb.net/sprites/sword-shield/icon/swampert.png,Swampert,NA,"Water,Ground",535,100,110,90,85,90,60,Mud Fish Pokémon,1.5,81.9
3,260,https://img.pokemondb.net/sprites/sword-shield/icon/swampert-mega.png,Swampert,Mega,"Water,Ground",635,100,150,110,95,110,70,Mud Fish Pokémon,1.5,81.9
3,261,https://img.pokemondb.net/sprites/sword-shield/icon/poochyena.png,Poochyena,NA,Dark,220,35,55,35,30,30,35,Bite Pokémon,0.5,13.6
3,262,https://img.pokemondb.net/sprites/sword-shield/icon/mightyena.png,Mightyena,NA,Dark,420,70,90,70,60,60,70,Bite Pokémon,1,37
3,263,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon.png,Zigzagoon,NA,Normal,240,38,30,41,30,41,60,TinyRaccoon Pokémon,0.4,17.5
3,263,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon.png,Zigzagoon,NA,Normal,240,38,30,41,30,41,60,TinyRaccoon Pokémon,0.4,17.5
3,263,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon-galarian.png,Zigzagoon,Galarian,"Dark,Normal",240,38,30,41,30,41,60,TinyRaccoon Pokémon,0.4,17.5
3,263,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon-galarian.png,Zigzagoon,Galarian,"Dark,Normal",240,38,30,41,30,41,60,TinyRaccoon Pokémon,0.4,17.5
3,264,https://img.pokemondb.net/sprites/sword-shield/icon/linoone.png,Linoone,NA,Normal,420,78,70,61,50,61,100,Rushing Pokémon,0.5,32.5
3,264,https://img.pokemondb.net/sprites/sword-shield/icon/linoone.png,Linoone,NA,Normal,420,78,70,61,50,61,100,Rushing Pokémon,0.5,32.5
3,264,https://img.pokemondb.net/sprites/sword-shield/icon/linoone-galarian.png,Linoone,Galarian,"Dark,Normal",420,78,70,61,50,61,100,Rushing Pokémon,0.5,32.5
3,264,https://img.pokemondb.net/sprites/sword-shield/icon/linoone-galarian.png,Linoone,Galarian,"Dark,Normal",420,78,70,61,50,61,100,Rushing Pokémon,0.5,32.5
3,265,https://img.pokemondb.net/sprites/sword-shield/icon/wurmple.png,Wurmple,NA,Bug,195,45,45,35,20,30,20,Worm Pokémon,0.3,3.6
3,266,https://img.pokemondb.net/sprites/sword-shield/icon/silcoon.png,Silcoon,NA,Bug,205,50,35,55,25,25,15,Cocoon Pokémon,0.6,10
3,267,https://img.pokemondb.net/sprites/sword-shield/icon/beautifly.png,Beautifly,NA,"Bug,Flying",395,60,70,50,100,50,65,Butterfly Pokémon,1,28.4
3,268,https://img.pokemondb.net/sprites/sword-shield/icon/cascoon.png,Cascoon,NA,Bug,205,50,35,55,25,25,15,Cocoon Pokémon,0.7,11.5
3,269,https://img.pokemondb.net/sprites/sword-shield/icon/dustox.png,Dustox,NA,"Bug,Poison",385,60,50,70,50,90,65,Poison Moth Pokémon,1.2,31.6
3,270,https://img.pokemondb.net/sprites/sword-shield/icon/lotad.png,Lotad,NA,"Water,Grass",220,40,30,30,40,50,30,Water Weed Pokémon,0.5,2.6
3,271,https://img.pokemondb.net/sprites/sword-shield/icon/lombre.png,Lombre,NA,"Water,Grass",340,60,50,50,60,70,50,Jolly Pokémon,1.2,32.5
3,272,https://img.pokemondb.net/sprites/sword-shield/icon/ludicolo.png,Ludicolo,NA,"Water,Grass",480,80,70,70,90,100,70,Carefree Pokémon,1.5,55
3,273,https://img.pokemondb.net/sprites/sword-shield/icon/seedot.png,Seedot,NA,Grass,220,40,40,50,30,30,30,Acorn Pokémon,0.5,4
3,274,https://img.pokemondb.net/sprites/sword-shield/icon/nuzleaf.png,Nuzleaf,NA,"Grass,Dark",340,70,70,40,60,40,60,Wily Pokémon,1,28
3,275,https://img.pokemondb.net/sprites/sword-shield/icon/shiftry.png,Shiftry,NA,"Grass,Dark",480,90,100,60,90,60,80,Wicked Pokémon,1.3,59.6
3,276,https://img.pokemondb.net/sprites/sword-shield/icon/taillow.png,Taillow,NA,"Normal,Flying",270,40,55,30,30,30,85,TinySwallow Pokémon,0.3,2.3
3,277,https://img.pokemondb.net/sprites/sword-shield/icon/swellow.png,Swellow,NA,"Normal,Flying",455,60,85,60,75,50,125,Swallow Pokémon,0.7,19.8
3,278,https://img.pokemondb.net/sprites/sword-shield/icon/wingull.png,Wingull,NA,"Water,Flying",270,40,30,30,55,30,85,Seagull Pokémon,0.6,9.5
3,279,https://img.pokemondb.net/sprites/sword-shield/icon/pelipper.png,Pelipper,NA,"Water,Flying",440,60,50,100,95,70,65,Water Bird Pokémon,1.2,28
3,280,https://img.pokemondb.net/sprites/sword-shield/icon/ralts.png,Ralts,NA,"Psychic,Fairy",198,28,25,25,45,35,40,Feeling Pokémon,0.4,6.6
3,281,https://img.pokemondb.net/sprites/sword-shield/icon/kirlia.png,Kirlia,NA,"Psychic,Fairy",278,38,35,35,65,55,50,Emotion Pokémon,0.8,20.2
3,282,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir.png,Gardevoir,NA,"Psychic,Fairy",518,68,65,65,125,115,80,Embrace Pokémon,1.6,48.4
3,282,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir-mega.png,Gardevoir,Mega,"Psychic,Fairy",618,68,85,65,165,135,100,Embrace Pokémon,1.6,48.4
3,283,https://img.pokemondb.net/sprites/sword-shield/icon/surskit.png,Surskit,NA,"Bug,Water",269,40,30,32,50,52,65,Pond Skater Pokémon,0.5,1.7
3,284,https://img.pokemondb.net/sprites/sword-shield/icon/masquerain.png,Masquerain,NA,"Bug,Flying",454,70,60,62,100,82,80,Eyeball Pokémon,0.8,3.6
3,285,https://img.pokemondb.net/sprites/sword-shield/icon/shroomish.png,Shroomish,NA,Grass,295,60,40,60,40,60,35,Mushroom Pokémon,0.4,4.5
3,286,https://img.pokemondb.net/sprites/sword-shield/icon/breloom.png,Breloom,NA,"Grass,Fighting",460,60,130,80,60,60,70,Mushroom Pokémon,1.2,39.2
3,287,https://img.pokemondb.net/sprites/sword-shield/icon/slakoth.png,Slakoth,NA,Normal,280,60,60,60,35,35,30,Slacker Pokémon,0.8,24
3,288,https://img.pokemondb.net/sprites/sword-shield/icon/vigoroth.png,Vigoroth,NA,Normal,440,80,80,80,55,55,90,Wild Monkey Pokémon,1.4,46.5
3,289,https://img.pokemondb.net/sprites/sword-shield/icon/slaking.png,Slaking,NA,Normal,670,150,160,100,95,65,100,Lazy Pokémon,2,130.5
3,290,https://img.pokemondb.net/sprites/sword-shield/icon/nincada.png,Nincada,NA,"Bug,Ground",266,31,45,90,30,30,40,Trainee Pokémon,0.5,5.5
3,291,https://img.pokemondb.net/sprites/sword-shield/icon/ninjask.png,Ninjask,NA,"Bug,Flying",456,61,90,45,50,50,160,Ninja Pokémon,0.8,12
3,292,https://img.pokemondb.net/sprites/sword-shield/icon/shedinja.png,Shedinja,NA,"Bug,Ghost",236,1,90,45,30,30,40,Shed Pokémon,0.8,1.2
3,293,https://img.pokemondb.net/sprites/sword-shield/icon/whismur.png,Whismur,NA,Normal,240,64,51,23,51,23,28,Whisper Pokémon,0.6,16.3
3,294,https://img.pokemondb.net/sprites/sword-shield/icon/loudred.png,Loudred,NA,Normal,360,84,71,43,71,43,48,Big Voice Pokémon,1,40.5
3,295,https://img.pokemondb.net/sprites/sword-shield/icon/exploud.png,Exploud,NA,Normal,490,104,91,63,91,73,68,Loud Noise Pokémon,1.5,84
3,296,https://img.pokemondb.net/sprites/sword-shield/icon/makuhita.png,Makuhita,NA,Fighting,237,72,60,30,20,30,25,Guts Pokémon,1,86.4
3,297,https://img.pokemondb.net/sprites/sword-shield/icon/hariyama.png,Hariyama,NA,Fighting,474,144,120,60,40,60,50,Arm Thrust Pokémon,2.3,253.8
3,298,https://img.pokemondb.net/sprites/sword-shield/icon/azurill.png,Azurill,NA,"Normal,Fairy",190,50,20,40,20,40,20,Polka Dot Pokémon,0.2,2
3,299,https://img.pokemondb.net/sprites/sword-shield/icon/nosepass.png,Nosepass,NA,Rock,375,30,45,135,45,90,30,Compass Pokémon,1,97
3,300,https://img.pokemondb.net/sprites/sword-shield/icon/skitty.png,Skitty,NA,Normal,260,50,45,45,35,35,50,Kitten Pokémon,0.6,11
3,301,https://img.pokemondb.net/sprites/sword-shield/icon/delcatty.png,Delcatty,NA,Normal,400,70,65,65,55,55,90,Prim Pokémon,1.1,32.6
3,302,https://img.pokemondb.net/sprites/sword-shield/icon/sableye.png,Sableye,NA,"Dark,Ghost",380,50,75,75,65,65,50,Darkness Pokémon,0.5,11
3,302,https://img.pokemondb.net/sprites/sword-shield/icon/sableye-mega.png,Sableye,Mega,"Dark,Ghost",480,50,85,125,85,115,20,Darkness Pokémon,0.5,11
3,303,https://img.pokemondb.net/sprites/sword-shield/icon/mawile.png,Mawile,NA,"Steel,Fairy",380,50,85,85,55,55,50,Deceiver Pokémon,0.6,11.5
3,303,https://img.pokemondb.net/sprites/sword-shield/icon/mawile-mega.png,Mawile,Mega,"Steel,Fairy",480,50,105,125,55,95,50,Deceiver Pokémon,0.6,11.5
3,304,https://img.pokemondb.net/sprites/sword-shield/icon/aron.png,Aron,NA,"Steel,Rock",330,50,70,100,40,40,30,Iron Armor Pokémon,0.4,60
3,305,https://img.pokemondb.net/sprites/sword-shield/icon/lairon.png,Lairon,NA,"Steel,Rock",430,60,90,140,50,50,40,Iron Armor Pokémon,0.9,120
3,306,https://img.pokemondb.net/sprites/sword-shield/icon/aggron.png,Aggron,NA,"Steel,Rock",530,70,110,180,60,60,50,Iron Armor Pokémon,2.1,360
3,306,https://img.pokemondb.net/sprites/sword-shield/icon/aggron-mega.png,Aggron,Mega,Steel,630,70,140,230,60,80,50,Iron Armor Pokémon,2.1,360
3,307,https://img.pokemondb.net/sprites/sword-shield/icon/meditite.png,Meditite,NA,"Fighting,Psychic",280,30,40,55,40,55,60,Meditate Pokémon,0.6,11.2
3,308,https://img.pokemondb.net/sprites/sword-shield/icon/medicham.png,Medicham,NA,"Fighting,Psychic",410,60,60,75,60,75,80,Meditate Pokémon,1.3,31.5
3,308,https://img.pokemondb.net/sprites/sword-shield/icon/medicham-mega.png,Medicham,Mega,"Fighting,Psychic",510,60,100,85,80,85,100,Meditate Pokémon,1.3,31.5
3,309,https://img.pokemondb.net/sprites/sword-shield/icon/electrike.png,Electrike,NA,Electric,295,40,45,40,65,40,65,Lightning Pokémon,0.6,15.2
3,310,https://img.pokemondb.net/sprites/sword-shield/icon/manectric.png,Manectric,NA,Electric,475,70,75,60,105,60,105,Discharge Pokémon,1.5,40.2
3,310,https://img.pokemondb.net/sprites/sword-shield/icon/manectric-mega.png,Manectric,Mega,Electric,575,70,75,80,135,80,135,Discharge Pokémon,1.5,40.2
3,311,https://img.pokemondb.net/sprites/sword-shield/icon/plusle.png,Plusle,NA,Electric,405,60,50,40,85,75,95,Cheering Pokémon,0.4,4.2
3,312,https://img.pokemondb.net/sprites/sword-shield/icon/minun.png,Minun,NA,Electric,405,60,40,50,75,85,95,Cheering Pokémon,0.4,4.2
3,313,https://img.pokemondb.net/sprites/sword-shield/icon/volbeat.png,Volbeat,NA,Bug,430,65,73,75,47,85,85,Firefly Pokémon,0.7,17.7
3,314,https://img.pokemondb.net/sprites/sword-shield/icon/illumise.png,Illumise,NA,Bug,430,65,47,75,73,85,85,Firefly Pokémon,0.6,17.7
3,315,https://img.pokemondb.net/sprites/sword-shield/icon/roselia.png,Roselia,NA,"Grass,Poison",400,50,60,45,100,80,65,Thorn Pokémon,0.3,2
3,316,https://img.pokemondb.net/sprites/sword-shield/icon/gulpin.png,Gulpin,NA,Poison,302,70,43,53,43,53,40,Stomach Pokémon,0.4,10.3
3,317,https://img.pokemondb.net/sprites/sword-shield/icon/swalot.png,Swalot,NA,Poison,467,100,73,83,73,83,55,Poison Bag Pokémon,1.7,80
3,318,https://img.pokemondb.net/sprites/sword-shield/icon/carvanha.png,Carvanha,NA,"Water,Dark",305,45,90,20,65,20,65,Savage Pokémon,0.8,20.8
3,319,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo.png,Sharpedo,NA,"Water,Dark",460,70,120,40,95,40,95,Brutal Pokémon,1.8,88.8
3,319,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo-mega.png,Sharpedo,Mega,"Water,Dark",560,70,140,70,110,65,105,Brutal Pokémon,1.8,88.8
3,320,https://img.pokemondb.net/sprites/sword-shield/icon/wailmer.png,Wailmer,NA,Water,400,130,70,35,70,35,60,Ball Whale Pokémon,2,130
3,321,https://img.pokemondb.net/sprites/sword-shield/icon/wailord.png,Wailord,NA,Water,500,170,90,45,90,45,60,Float Whale Pokémon,14.5,398
3,322,https://img.pokemondb.net/sprites/sword-shield/icon/numel.png,Numel,NA,"Fire,Ground",305,60,60,40,65,45,35,Numb Pokémon,0.7,24
3,323,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt.png,Camerupt,NA,"Fire,Ground",460,70,100,70,105,75,40,Eruption Pokémon,1.9,220
3,323,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt-mega.png,Camerupt,Mega,"Fire,Ground",560,70,120,100,145,105,20,Eruption Pokémon,1.9,220
3,324,https://img.pokemondb.net/sprites/sword-shield/icon/torkoal.png,Torkoal,NA,Fire,470,70,85,140,85,70,20,Coal Pokémon,0.5,80.4
3,325,https://img.pokemondb.net/sprites/sword-shield/icon/spoink.png,Spoink,NA,Psychic,330,60,25,35,70,80,60,Bounce Pokémon,0.7,30.6
3,326,https://img.pokemondb.net/sprites/sword-shield/icon/grumpig.png,Grumpig,NA,Psychic,470,80,45,65,90,110,80,Manipulate Pokémon,0.9,71.5
3,327,https://img.pokemondb.net/sprites/sword-shield/icon/spinda.png,Spinda,NA,Normal,360,60,60,60,60,60,60,Spot Panda Pokémon,1.1,5
3,328,https://img.pokemondb.net/sprites/sword-shield/icon/trapinch.png,Trapinch,NA,Ground,290,45,100,45,45,45,10,Ant Pit Pokémon,0.7,15
3,329,https://img.pokemondb.net/sprites/sword-shield/icon/vibrava.png,Vibrava,NA,"Ground,Dragon",340,50,70,50,50,50,70,Vibration Pokémon,1.1,15.3
3,330,https://img.pokemondb.net/sprites/sword-shield/icon/flygon.png,Flygon,NA,"Ground,Dragon",520,80,100,80,80,80,100,Mystic Pokémon,2,82
3,331,https://img.pokemondb.net/sprites/sword-shield/icon/cacnea.png,Cacnea,NA,Grass,335,50,85,40,85,40,35,Cactus Pokémon,0.4,51.3
3,332,https://img.pokemondb.net/sprites/sword-shield/icon/cacturne.png,Cacturne,NA,"Grass,Dark",475,70,115,60,115,60,55,Scarecrow Pokémon,1.3,77.4
3,333,https://img.pokemondb.net/sprites/sword-shield/icon/swablu.png,Swablu,NA,"Normal,Flying",310,45,40,60,40,75,50,Cotton Bird Pokémon,0.4,1.2
3,334,https://img.pokemondb.net/sprites/sword-shield/icon/altaria.png,Altaria,NA,"Dragon,Flying",490,75,70,90,70,105,80,Humming Pokémon,1.1,20.6
3,334,https://img.pokemondb.net/sprites/sword-shield/icon/altaria-mega.png,Altaria,Mega,"Dragon,Fairy",590,75,110,110,110,105,80,Humming Pokémon,1.1,20.6
3,335,https://img.pokemondb.net/sprites/sword-shield/icon/zangoose.png,Zangoose,NA,Normal,458,73,115,60,60,60,90,Cat Ferret Pokémon,1.3,40.3
3,336,https://img.pokemondb.net/sprites/sword-shield/icon/seviper.png,Seviper,NA,Poison,458,73,100,60,100,60,65,Fang Snake Pokémon,2.7,52.5
3,337,https://img.pokemondb.net/sprites/sword-shield/icon/lunatone.png,Lunatone,NA,"Rock,Psychic",460,90,55,65,95,85,70,Meteorite Pokémon,1,168
3,338,https://img.pokemondb.net/sprites/sword-shield/icon/solrock.png,Solrock,NA,"Rock,Psychic",460,90,95,85,55,65,70,Meteorite Pokémon,1.2,154
3,339,https://img.pokemondb.net/sprites/sword-shield/icon/barboach.png,Barboach,NA,"Water,Ground",288,50,48,43,46,41,60,Whiskers Pokémon,0.4,1.9
3,340,https://img.pokemondb.net/sprites/sword-shield/icon/whiscash.png,Whiscash,NA,"Water,Ground",468,110,78,73,76,71,60,Whiskers Pokémon,0.9,23.6
3,341,https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png,Corphish,NA,Water,308,43,80,65,50,35,35,Ruffian Pokémon,0.6,11.5
3,342,https://img.pokemondb.net/sprites/sword-shield/icon/crawdaunt.png,Crawdaunt,NA,"Water,Dark",468,63,120,85,90,55,55,Rogue Pokémon,1.1,32.8
3,343,https://img.pokemondb.net/sprites/sword-shield/icon/baltoy.png,Baltoy,NA,"Ground,Psychic",300,40,40,55,40,70,55,Clay Doll Pokémon,0.5,21.5
3,344,https://img.pokemondb.net/sprites/sword-shield/icon/claydol.png,Claydol,NA,"Ground,Psychic",500,60,70,105,70,120,75,Clay Doll Pokémon,1.5,108
3,345,https://img.pokemondb.net/sprites/sword-shield/icon/lileep.png,Lileep,NA,"Rock,Grass",355,66,41,77,61,87,23,Sea Lily Pokémon,1,23.8
3,346,https://img.pokemondb.net/sprites/sword-shield/icon/cradily.png,Cradily,NA,"Rock,Grass",495,86,81,97,81,107,43,Barnacle Pokémon,1.5,60.4
3,347,https://img.pokemondb.net/sprites/sword-shield/icon/anorith.png,Anorith,NA,"Rock,Bug",355,45,95,50,40,50,75,Old Shrimp Pokémon,0.7,12.5
3,348,https://img.pokemondb.net/sprites/sword-shield/icon/armaldo.png,Armaldo,NA,"Rock,Bug",495,75,125,100,70,80,45,Plate Pokémon,1.5,68.2
3,349,https://img.pokemondb.net/sprites/sword-shield/icon/feebas.png,Feebas,NA,Water,200,20,15,20,10,55,80,Fish Pokémon,0.6,7.4
3,350,https://img.pokemondb.net/sprites/sword-shield/icon/milotic.png,Milotic,NA,Water,540,95,60,79,100,125,81,Tender Pokémon,6.2,162
3,351,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png,Castform,NA,Normal,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8
3,351,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png,Castform,NA,Normal,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8
3,351,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png,Castform,NA,Normal,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8
3,351,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png,Castform,NA,Normal,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8
3,351,https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png,Castform,Sunny,Fire,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8
3,351,https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png,Castform,Sunny,Fire,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8
3,351,https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png,Castform,Sunny,Fire,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8
3,351,https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png,Castform,Sunny,Fire,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8
3,351,https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png,Castform,Rainy,Water,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8
3,351,https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png,Castform,Rainy,Water,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8
3,351,https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png,Castform,Rainy,Water,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8
3,351,https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png,Castform,Rainy,Water,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8
3,351,https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png,Castform,Snowy,Ice,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8
3,351,https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png,Castform,Snowy,Ice,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8
3,351,https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png,Castform,Snowy,Ice,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8
3,351,https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png,Castform,Snowy,Ice,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8
3,352,https://img.pokemondb.net/sprites/sword-shield/icon/kecleon.png,Kecleon,NA,Normal,440,60,90,70,60,120,40,Color Swap Pokémon,1,22
3,353,https://img.pokemondb.net/sprites/sword-shield/icon/shuppet.png,Shuppet,NA,Ghost,295,44,75,35,63,33,45,Puppet Pokémon,0.6,2.3
3,354,https://img.pokemondb.net/sprites/sword-shield/icon/banette.png,Banette,NA,Ghost,455,64,115,65,83,63,65,Marionette Pokémon,1.1,12.5
3,354,https://img.pokemondb.net/sprites/sword-shield/icon/banette-mega.png,Banette,Mega,Ghost,555,64,165,75,93,83,75,Marionette Pokémon,1.1,12.5
3,355,https://img.pokemondb.net/sprites/sword-shield/icon/duskull.png,Duskull,NA,Ghost,295,20,40,90,30,90,25,Requiem Pokémon,0.8,15
3,356,https://img.pokemondb.net/sprites/sword-shield/icon/dusclops.png,Dusclops,NA,Ghost,455,40,70,130,60,130,25,Beckon Pokémon,1.6,30.6
3,357,https://img.pokemondb.net/sprites/sword-shield/icon/tropius.png,Tropius,NA,"Grass,Flying",460,99,68,83,72,87,51,Fruit Pokémon,2,100
3,358,https://img.pokemondb.net/sprites/sword-shield/icon/chimecho.png,Chimecho,NA,Psychic,455,75,50,80,95,90,65,Wind Chime Pokémon,0.6,1
3,359,https://img.pokemondb.net/sprites/sword-shield/icon/absol.png,Absol,NA,Dark,465,65,130,60,75,60,75,Disaster Pokémon,1.2,47
3,359,https://img.pokemondb.net/sprites/sword-shield/icon/absol-mega.png,Absol,Mega,Dark,565,65,150,60,115,60,115,Disaster Pokémon,1.2,47
3,360,https://img.pokemondb.net/sprites/sword-shield/icon/wynaut.png,Wynaut,NA,Psychic,260,95,23,48,23,48,23,Bright Pokémon,0.6,14
3,361,https://img.pokemondb.net/sprites/sword-shield/icon/snorunt.png,Snorunt,NA,Ice,300,50,50,50,50,50,50,Snow Hat Pokémon,0.7,16.8
3,362,https://img.pokemondb.net/sprites/sword-shield/icon/glalie.png,Glalie,NA,Ice,480,80,80,80,80,80,80,Face Pokémon,1.5,256.5
3,362,https://img.pokemondb.net/sprites/sword-shield/icon/glalie-mega.png,Glalie,Mega,Ice,580,80,120,80,120,80,100,Face Pokémon,1.5,256.5
3,363,https://img.pokemondb.net/sprites/sword-shield/icon/spheal.png,Spheal,NA,"Ice,Water",290,70,40,50,55,50,25,Clap Pokémon,0.8,39.5
3,364,https://img.pokemondb.net/sprites/sword-shield/icon/sealeo.png,Sealeo,NA,"Ice,Water",410,90,60,70,75,70,45,Ball Roll Pokémon,1.1,87.6
3,365,https://img.pokemondb.net/sprites/sword-shield/icon/walrein.png,Walrein,NA,"Ice,Water",530,110,80,90,95,90,65,Ice Break Pokémon,1.4,150.6
3,366,https://img.pokemondb.net/sprites/sword-shield/icon/clamperl.png,Clamperl,NA,Water,345,35,64,85,74,55,32,Bivalve Pokémon,0.4,52.5
3,367,https://img.pokemondb.net/sprites/sword-shield/icon/huntail.png,Huntail,NA,Water,485,55,104,105,94,75,52,Deep Sea Pokémon,1.7,27
3,368,https://img.pokemondb.net/sprites/sword-shield/icon/gorebyss.png,Gorebyss,NA,Water,485,55,84,105,114,75,52,South Sea Pokémon,1.8,22.6
3,369,https://img.pokemondb.net/sprites/sword-shield/icon/relicanth.png,Relicanth,NA,"Water,Rock",485,100,90,130,45,65,55,Longevity Pokémon,1,23.4
3,370,https://img.pokemondb.net/sprites/sword-shield/icon/luvdisc.png,Luvdisc,NA,Water,330,43,30,55,40,65,97,Rendezvous Pokémon,0.6,8.7
3,371,https://img.pokemondb.net/sprites/sword-shield/icon/bagon.png,Bagon,NA,Dragon,300,45,75,60,40,30,50,Rock Head Pokémon,0.6,42.1
3,372,https://img.pokemondb.net/sprites/sword-shield/icon/shelgon.png,Shelgon,NA,Dragon,420,65,95,100,60,50,50,Endurance Pokémon,1.1,110.5
3,373,https://img.pokemondb.net/sprites/sword-shield/icon/salamence.png,Salamence,NA,"Dragon,Flying",600,95,135,80,110,80,100,Dragon Pokémon,1.5,102.6
3,373,https://img.pokemondb.net/sprites/sword-shield/icon/salamence-mega.png,Salamence,Mega,"Dragon,Flying",700,95,145,130,120,90,120,Dragon Pokémon,1.5,102.6
3,374,https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png,Beldum,NA,"Steel,Psychic",300,40,55,80,35,60,30,Iron Ball Pokémon,0.6,95.2
3,375,https://img.pokemondb.net/sprites/sword-shield/icon/metang.png,Metang,NA,"Steel,Psychic",420,60,75,100,55,80,50,Iron Claw Pokémon,1.2,202.5
3,376,https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png,Metagross,NA,"Steel,Psychic",600,80,135,130,95,90,70,Iron Leg Pokémon,1.6,550
3,376,https://img.pokemondb.net/sprites/sword-shield/icon/metagross-mega.png,Metagross,Mega,"Steel,Psychic",700,80,145,150,105,110,110,Iron Leg Pokémon,1.6,550
3,377,https://img.pokemondb.net/sprites/sword-shield/icon/regirock.png,Regirock,NA,Rock,580,80,100,200,50,100,50,Rock Peak Pokémon,1.7,230
3,378,https://img.pokemondb.net/sprites/sword-shield/icon/regice.png,Regice,NA,Ice,580,80,50,100,100,200,50,Iceberg Pokémon,1.8,175
3,379,https://img.pokemondb.net/sprites/sword-shield/icon/registeel.png,Registeel,NA,Steel,580,80,75,150,75,150,50,Iron Pokémon,1.9,205
3,380,https://img.pokemondb.net/sprites/sword-shield/icon/latias.png,Latias,NA,"Dragon,Psychic",600,80,80,90,110,130,110,Eon Pokémon,1.4,40
3,380,https://img.pokemondb.net/sprites/sword-shield/icon/latias-mega.png,Latias,Mega,"Dragon,Psychic",700,80,100,120,140,150,110,Eon Pokémon,1.4,40
3,381,https://img.pokemondb.net/sprites/sword-shield/icon/latios.png,Latios,NA,"Dragon,Psychic",600,80,90,80,130,110,110,Eon Pokémon,2,60
3,381,https://img.pokemondb.net/sprites/sword-shield/icon/latios-mega.png,Latios,Mega,"Dragon,Psychic",700,80,130,100,160,120,110,Eon Pokémon,2,60
